[Name],,,,,
Momentum and Mass,,,,,
,,,,,
[Data],,,,,
Accumulated Timestep,RMS P-Mass,RMS U-Mom,RMS V-Mom,RMS W-Mom,Current Timestep
367,5.80E-05,5.15E-06,1.47E-05,1.45E-05,2.42E+02
368,6.61E-05,8.92E-06,1.95E-05,1.06E-05,2.43E+02
369,6.08E-05,9.49E-06,2.81E-05,1.61E-05,2.44E+02
370,8.98E-05,8.73E-06,3.16E-05,1.75E-05,2.45E+02
371,6.95E-05,1.22E-05,2.58E-05,2.90E-05,2.46E+02
372,9.83E-05,1.79E-05,4.65E-05,3.18E-05,2.47E+02
373,6.22E-05,1.13E-05,3.78E-05,2.11E-05,2.48E+02
374,7.93E-05,1.56E-05,2.96E-05,2.80E-05,2.49E+02
375,7.42E-05,9.36E-06,2.50E-05,2.32E-05,2.50E+02
376,6.49E-05,7.70E-06,9.78E-06,9.13E-06,2.51E+02
377,6.28E-05,7.59E-06,1.02E-05,1.04E-05,2.52E+02
378,6.33E-05,7.50E-06,1.93E-05,1.80E-05,2.53E+02
379,8.03E-05,7.49E-06,1.66E-05,1.69E-05,2.54E+02
380,5.91E-05,6.10E-06,1.10E-05,8.57E-06,2.55E+02
381,5.91E-05,1.20E-05,2.40E-05,1.55E-05,2.56E+02
382,6.14E-05,1.16E-05,2.25E-05,1.50E-05,2.57E+02
383,9.70E-05,1.43E-05,3.73E-05,2.02E-05,2.58E+02
384,7.63E-05,9.67E-06,3.43E-05,1.94E-05,2.59E+02
385,7.26E-05,1.14E-05,3.48E-05,2.06E-05,2.60E+02
386,8.00E-05,1.32E-05,6.86E-05,4.15E-05,2.61E+02
387,6.86E-05,7.63E-06,2.02E-05,2.69E-05,2.62E+02
388,7.82E-05,8.33E-06,1.64E-05,1.37E-05,2.63E+02
389,9.40E-05,1.27E-05,2.64E-05,3.45E-05,2.64E+02
390,6.17E-05,7.09E-06,1.78E-05,2.03E-05,2.65E+02
391,8.01E-05,1.10E-05,2.91E-05,2.49E-05,2.66E+02
392,6.36E-05,5.13E-06,1.24E-05,7.34E-06,2.67E+02
393,9.46E-05,8.18E-06,1.03E-05,8.08E-06,2.68E+02
394,8.01E-05,1.47E-05,4.91E-05,3.62E-05,2.69E+02
395,8.28E-05,9.72E-06,2.20E-05,1.57E-05,2.70E+02
396,9.70E-05,9.39E-06,2.02E-05,2.14E-05,2.71E+02
397,7.62E-05,6.35E-06,1.53E-05,1.33E-05,2.72E+02
398,9.31E-05,6.79E-06,1.42E-05,1.93E-05,2.73E+02
399,9.22E-05,1.28E-05,2.93E-05,3.16E-05,2.74E+02
400,6.64E-05,7.85E-06,1.35E-05,1.54E-05,2.75E+02
401,5.72E-05,1.23E-05,1.24E-05,1.16E-05,2.76E+02
402,9.00E-05,1.36E-05,4.30E-05,3.39E-05,2.77E+02
403,5.63E-05,7.55E-06,3.00E-05,1.76E-05,2.78E+02
404,8.95E-05,1.25E-05,5.99E-05,3.56E-05,2.79E+02
405,8.96E-05,9.54E-06,4.89E-05,3.46E-05,2.80E+02
406,5.99E-05,4.60E-06,1.85E-05,1.32E-05,2.81E+02
407,8.28E-05,6.56E-06,1.95E-05,2.30E-05,2.82E+02
408,6.80E-05,1.10E-05,3.82E-05,1.71E-05,2.83E+02
409,8.48E-05,1.22E-05,5.54E-05,2.74E-05,2.84E+02
410,6.01E-05,1.07E-05,4.43E-05,2.42E-05,2.85E+02
411,6.93E-05,8.80E-06,3.09E-05,3.05E-05,2.86E+02
412,9.03E-05,6.73E-06,2.86E-05,1.92E-05,2.87E+02
413,8.88E-05,6.24E-06,5.19E-05,1.08E-05,2.88E+02
414,8.33E-05,1.54E-05,4.50E-05,2.76E-05,2.89E+02
415,7.34E-05,7.48E-06,1.91E-05,1.66E-05,2.90E+02
416,8.03E-05,6.72E-06,1.97E-05,1.48E-05,2.91E+02
417,9.54E-05,1.22E-05,5.48E-05,3.57E-05,2.92E+02
418,9.49E-05,1.37E-05,4.48E-05,3.30E-05,2.93E+02
419,7.09E-05,8.22E-06,1.51E-05,1.70E-05,2.94E+02
420,5.82E-05,1.13E-05,2.12E-05,1.44E-05,2.95E+02
421,7.73E-05,1.59E-05,3.70E-05,2.44E-05,2.96E+02
422,6.91E-05,8.92E-06,1.02E-05,9.65E-06,2.97E+02
423,9.45E-05,9.47E-06,1.34E-05,1.81E-05,2.98E+02
424,9.90E-05,9.96E-06,1.52E-05,2.78E-05,2.99E+02
425,7.83E-05,7.55E-06,2.35E-05,1.68E-05,3.00E+02
426,8.66E-05,7.18E-06,3.02E-05,1.59E-05,3.01E+02
427,6.93E-05,8.98E-06,1.35E-05,1.10E-05,3.02E+02
428,6.69E-05,5.06E-06,8.38E-06,6.91E-06,3.03E+02
429,7.64E-05,8.10E-06,1.10E-05,3.18E-05,3.04E+02
430,5.81E-05,6.68E-06,1.01E-05,2.78E-05,3.05E+02
431,6.14E-05,7.69E-06,1.58E-05,1.42E-05,3.06E+02
432,5.61E-05,6.36E-06,1.65E-05,1.08E-05,3.07E+02
433,5.64E-05,5.67E-06,1.36E-05,1.10E-05,3.08E+02
434,6.64E-05,7.25E-06,1.44E-05,1.75E-05,3.09E+02
435,8.25E-05,1.26E-05,3.85E-05,2.72E-05,3.10E+02
436,7.95E-05,3.59E-05,8.07E-05,4.83E-05,3.11E+02
437,7.90E-05,1.61E-05,5.98E-05,3.89E-05,3.12E+02
438,9.57E-05,2.15E-05,5.71E-05,4.54E-05,3.13E+02
439,5.86E-05,5.44E-06,9.63E-06,1.26E-05,3.14E+02
440,5.99E-05,8.60E-06,2.90E-05,1.91E-05,3.15E+02
441,9.49E-05,1.37E-05,5.02E-05,3.34E-05,3.16E+02
442,6.03E-05,7.03E-06,1.21E-05,7.88E-06,3.17E+02
443,8.19E-05,1.48E-05,4.42E-05,1.77E-05,3.18E+02
444,9.76E-05,2.08E-05,6.97E-05,3.66E-05,3.19E+02
445,9.35E-05,9.80E-06,2.18E-05,1.87E-05,3.20E+02
446,7.50E-05,7.78E-06,2.46E-05,1.54E-05,3.21E+02
447,5.35E-05,8.32E-06,9.41E-06,1.95E-05,3.22E+02
448,8.67E-05,1.54E-05,4.56E-05,4.35E-05,3.23E+02
449,6.66E-05,1.23E-05,1.78E-05,1.65E-05,3.24E+02
450,6.00E-05,6.74E-06,7.09E-06,1.39E-05,3.25E+02
451,6.71E-05,6.84E-06,8.24E-06,1.18E-05,3.26E+02
452,8.35E-05,6.91E-06,1.16E-05,1.03E-05,3.27E+02
453,6.27E-05,6.63E-06,1.07E-05,2.21E-05,3.28E+02
454,5.71E-05,9.54E-06,2.33E-05,2.44E-05,3.29E+02
455,7.33E-05,8.78E-06,3.63E-05,2.99E-05,3.30E+02
456,6.06E-05,8.01E-06,2.84E-05,2.57E-05,3.31E+02
457,6.82E-05,7.61E-06,1.98E-05,2.70E-05,3.32E+02
458,5.55E-05,1.01E-05,1.67E-05,1.05E-05,3.33E+02
459,8.04E-05,1.23E-05,4.17E-05,2.42E-05,3.34E+02
460,8.42E-05,1.49E-05,4.38E-05,3.78E-05,3.35E+02
461,6.21E-05,8.47E-06,2.27E-05,2.92E-05,3.36E+02
462,9.65E-05,8.47E-06,1.70E-05,2.49E-05,3.37E+02
463,7.75E-05,1.00E-05,9.34E-06,1.58E-05,3.38E+02
464,6.70E-05,2.13E-05,4.74E-05,1.96E-05,3.39E+02
465,7.62E-05,1.92E-05,5.34E-05,2.97E-05,3.40E+02
466,6.95E-05,1.44E-05,5.35E-05,3.15E-05,3.41E+02
467,5.78E-05,1.05E-05,3.93E-05,2.84E-05,3.42E+02
468,8.45E-05,1.70E-05,4.54E-05,4.25E-05,3.43E+02
469,6.02E-05,1.45E-05,2.32E-05,1.91E-05,3.44E+02
470,7.68E-05,1.56E-05,3.20E-05,2.67E-05,3.45E+02
471,6.81E-05,7.92E-06,1.26E-05,8.70E-06,3.46E+02
472,9.98E-05,2.31E-05,4.00E-05,2.84E-05,3.47E+02
473,7.60E-05,1.29E-05,2.98E-05,2.17E-05,3.48E+02
474,5.47E-05,8.88E-06,1.74E-05,1.75E-05,3.49E+02
475,9.50E-05,1.35E-05,3.19E-05,4.06E-05,3.50E+02
476,6.48E-05,5.68E-06,1.33E-05,1.64E-05,3.51E+02
477,9.83E-05,7.89E-06,1.13E-05,1.21E-05,3.52E+02
478,8.02E-05,6.89E-06,2.11E-05,2.00E-05,3.53E+02
479,7.36E-05,1.46E-05,1.45E-05,3.85E-05,3.54E+02
480,5.84E-05,1.10E-05,2.04E-05,3.15E-05,3.55E+02
481,9.39E-05,1.17E-05,3.99E-05,5.32E-05,3.56E+02
482,5.43E-05,5.11E-06,1.66E-05,1.20E-05,3.57E+02
483,8.22E-05,1.08E-05,2.84E-05,2.53E-05,3.58E+02
484,9.17E-05,1.04E-05,2.55E-05,3.79E-05,3.59E+02
485,6.82E-05,1.48E-05,3.73E-05,3.55E-05,3.60E+02
486,9.68E-05,1.68E-05,6.14E-05,5.65E-05,3.61E+02
487,9.01E-05,9.88E-06,2.56E-05,2.73E-05,3.62E+02
488,6.59E-05,9.30E-06,2.42E-05,3.30E-05,3.63E+02
489,7.09E-05,9.49E-06,1.34E-05,2.77E-05,3.64E+02
490,6.88E-05,8.44E-06,1.76E-05,2.24E-05,3.65E+02
491,9.04E-05,9.91E-06,2.40E-05,3.21E-05,3.66E+02
492,7.38E-05,6.93E-06,7.94E-06,1.17E-05,3.67E+02
493,5.71E-05,5.43E-06,6.67E-06,7.89E-06,3.68E+02
494,9.46E-05,7.09E-06,9.80E-06,1.17E-05,3.69E+02
495,7.88E-05,7.90E-06,2.01E-05,9.18E-06,3.70E+02
496,7.67E-05,9.31E-06,3.14E-05,2.35E-05,3.71E+02
497,7.01E-05,1.05E-05,3.23E-05,3.20E-05,3.72E+02
498,5.92E-05,9.24E-06,1.97E-05,2.48E-05,3.73E+02
499,5.99E-05,1.12E-05,1.90E-05,1.88E-05,3.74E+02
500,7.01E-05,7.94E-06,1.42E-05,1.10E-05,3.75E+02
501,8.39E-05,1.04E-05,2.31E-05,1.89E-05,3.76E+02
502,9.57E-05,1.59E-05,4.12E-05,4.81E-05,3.77E+02
503,8.66E-05,1.67E-05,4.42E-05,6.14E-05,3.78E+02
504,8.07E-05,1.15E-05,2.62E-05,4.44E-05,3.79E+02
505,7.11E-05,1.64E-05,2.24E-05,1.63E-05,3.80E+02
506,5.80E-05,1.51E-05,2.53E-05,2.81E-05,3.81E+02
507,6.10E-05,8.89E-06,8.61E-06,1.21E-05,3.82E+02
508,9.34E-05,1.03E-05,1.98E-05,1.72E-05,3.83E+02
509,9.64E-05,1.14E-05,4.10E-05,2.92E-05,3.84E+02
510,6.17E-05,6.27E-06,1.64E-05,1.49E-05,3.85E+02
511,7.99E-05,1.01E-05,1.88E-05,1.96E-05,3.86E+02
512,6.23E-05,1.09E-05,2.37E-05,2.52E-05,3.87E+02
513,7.12E-05,8.38E-06,2.44E-05,2.71E-05,3.88E+02
514,8.08E-05,1.03E-05,3.00E-05,3.70E-05,3.89E+02
515,9.97E-05,1.69E-05,1.71E-05,2.23E-05,3.90E+02
516,9.03E-05,1.28E-05,1.19E-05,1.86E-05,3.91E+02
517,7.94E-05,1.04E-05,3.78E-05,3.76E-05,3.92E+02
518,9.48E-05,1.11E-05,3.17E-05,3.46E-05,3.93E+02
519,8.47E-05,1.04E-05,1.64E-05,2.09E-05,3.94E+02
520,9.78E-05,1.44E-05,2.80E-05,4.71E-05,3.95E+02
521,7.02E-05,7.80E-06,1.09E-05,1.56E-05,3.96E+02
522,7.31E-05,9.63E-06,1.84E-05,2.42E-05,3.97E+02
523,6.97E-05,1.21E-05,1.97E-05,2.84E-05,3.98E+02
524,7.99E-05,1.61E-05,4.88E-05,5.82E-05,3.99E+02
525,6.10E-05,1.02E-05,2.12E-05,2.80E-05,4.00E+02
526,6.86E-05,1.82E-05,4.79E-05,5.07E-05,4.01E+02
527,7.83E-05,1.48E-05,4.13E-05,4.30E-05,4.02E+02
528,8.67E-05,1.05E-05,1.97E-05,2.46E-05,4.03E+02
529,9.50E-05,6.85E-06,1.27E-05,1.71E-05,4.04E+02
530,8.20E-05,1.48E-05,2.96E-05,2.80E-05,4.05E+02
531,9.11E-05,1.74E-05,2.73E-05,2.99E-05,4.06E+02
532,6.04E-05,8.74E-06,1.55E-05,1.30E-05,4.07E+02
533,5.65E-05,5.78E-06,1.54E-05,1.54E-05,4.08E+02
534,6.24E-05,7.35E-06,1.39E-05,1.56E-05,4.09E+02
535,6.63E-05,7.74E-06,1.78E-05,1.92E-05,4.10E+02
536,9.43E-05,9.15E-06,1.49E-05,2.63E-05,4.11E+02
537,5.67E-05,6.55E-06,1.10E-05,1.31E-05,4.12E+02
538,5.96E-05,8.09E-06,1.67E-05,1.86E-05,4.13E+02
539,9.18E-05,9.77E-06,1.84E-05,2.78E-05,4.14E+02
540,7.59E-05,9.33E-06,1.37E-05,3.06E-05,4.15E+02
541,8.02E-05,1.07E-05,1.66E-05,2.65E-05,4.16E+02
542,8.54E-05,8.10E-06,1.71E-05,2.54E-05,4.17E+02
543,6.14E-05,6.52E-06,1.43E-05,1.56E-05,4.18E+02
544,6.71E-05,9.30E-06,2.86E-05,1.94E-05,4.19E+02
545,9.52E-05,1.17E-05,4.29E-05,3.01E-05,4.20E+02
546,7.15E-05,1.09E-05,3.15E-05,3.01E-05,4.21E+02
547,6.22E-05,6.97E-06,1.20E-05,1.15E-05,4.22E+02
548,8.02E-05,8.36E-06,2.06E-05,1.98E-05,4.23E+02
549,9.96E-05,1.70E-05,4.39E-05,6.09E-05,4.24E+02
550,7.49E-05,1.26E-05,2.79E-05,2.91E-05,4.25E+02
551,7.18E-05,9.50E-06,2.47E-05,1.83E-05,4.26E+02
552,7.15E-05,1.03E-05,2.02E-05,1.78E-05,4.27E+02
553,6.65E-05,1.32E-05,3.48E-05,3.46E-05,4.28E+02
554,8.12E-05,9.14E-06,3.64E-05,3.40E-05,4.29E+02
555,9.79E-05,1.18E-05,3.68E-05,3.30E-05,4.30E+02
556,7.20E-05,6.93E-06,1.14E-05,1.51E-05,4.31E+02
557,8.56E-05,8.32E-06,2.54E-05,1.91E-05,4.32E+02
558,8.34E-05,7.25E-06,2.78E-05,2.13E-05,4.33E+02
559,6.21E-05,6.70E-06,1.43E-05,1.50E-05,4.34E+02
560,5.83E-05,7.31E-06,1.19E-05,1.34E-05,4.35E+02
561,6.62E-05,7.98E-06,8.69E-06,1.31E-05,4.36E+02
562,8.38E-05,1.02E-05,1.77E-05,3.39E-05,4.37E+02
563,9.95E-05,7.76E-06,1.36E-05,1.41E-05,4.38E+02
564,9.49E-05,6.79E-06,1.86E-05,1.81E-05,4.39E+02
565,5.56E-05,6.62E-06,1.49E-05,1.59E-05,4.40E+02
566,8.52E-05,1.23E-05,3.70E-05,3.52E-05,4.41E+02
567,8.02E-05,1.13E-05,3.21E-05,3.09E-05,4.42E+02
568,9.59E-05,9.29E-06,4.88E-05,2.87E-05,4.43E+02
569,5.86E-05,5.91E-06,2.03E-05,1.33E-05,4.44E+02
570,6.97E-05,7.43E-06,2.22E-05,2.89E-05,4.45E+02
571,6.53E-05,7.71E-06,2.17E-05,2.39E-05,4.46E+02
572,9.10E-05,1.09E-05,1.68E-05,3.28E-05,4.47E+02
573,6.01E-05,7.33E-06,1.19E-05,1.57E-05,4.48E+02
574,6.62E-05,8.19E-06,2.40E-05,2.30E-05,4.49E+02
575,6.24E-05,1.01E-05,2.11E-05,2.06E-05,4.50E+02
576,6.36E-05,9.60E-06,2.08E-05,2.07E-05,4.51E+02
577,6.69E-05,1.12E-05,4.27E-05,4.25E-05,4.52E+02
578,6.21E-05,9.28E-06,3.90E-05,3.84E-05,4.53E+02
579,6.14E-05,7.83E-06,1.56E-05,1.78E-05,4.54E+02
580,7.97E-05,7.88E-06,2.21E-05,1.97E-05,4.55E+02
581,8.44E-05,9.20E-06,3.14E-05,3.50E-05,4.56E+02
582,8.66E-05,9.94E-06,3.18E-05,2.43E-05,4.57E+02
583,8.05E-05,1.10E-05,3.16E-05,2.14E-05,4.58E+02
584,7.24E-05,1.09E-05,2.88E-05,1.66E-05,4.59E+02
585,6.49E-05,9.86E-06,2.83E-05,1.95E-05,4.60E+02
586,5.67E-05,1.02E-05,2.32E-05,1.89E-05,4.61E+02
587,6.81E-05,9.97E-06,2.33E-05,1.90E-05,4.62E+02
588,8.16E-05,1.49E-05,5.20E-05,3.61E-05,4.63E+02
589,6.83E-05,1.06E-05,3.76E-05,2.51E-05,4.64E+02
590,5.69E-05,1.44E-05,3.90E-05,3.66E-05,4.65E+02
591,7.26E-05,1.33E-05,6.43E-05,4.03E-05,4.66E+02
592,9.10E-05,8.65E-06,2.95E-05,1.82E-05,4.67E+02
593,5.99E-05,9.20E-06,3.28E-05,1.78E-05,4.68E+02
594,5.60E-05,6.96E-06,2.76E-05,1.56E-05,4.69E+02
595,7.30E-05,7.35E-06,3.04E-05,1.99E-05,4.70E+02
596,6.61E-05,1.09E-05,2.57E-05,2.16E-05,4.71E+02
597,6.81E-05,9.73E-06,3.54E-05,3.24E-05,4.72E+02
598,8.30E-05,1.03E-05,1.87E-05,2.22E-05,4.73E+02
599,7.69E-05,7.28E-06,1.96E-05,2.26E-05,4.74E+02
600,6.63E-05,1.14E-05,2.09E-05,2.69E-05,4.75E+02
601,7.12E-05,1.51E-05,2.28E-05,4.18E-05,4.76E+02
602,6.57E-05,7.77E-06,2.14E-05,1.85E-05,4.77E+02
603,7.15E-05,7.06E-06,2.13E-05,1.84E-05,4.78E+02
604,8.51E-05,1.73E-05,7.52E-05,8.01E-05,4.79E+02
605,9.00E-05,2.24E-05,8.13E-05,7.02E-05,4.80E+02
606,6.16E-05,1.43E-05,3.40E-05,2.79E-05,4.81E+02
607,9.53E-05,1.74E-05,5.15E-05,4.54E-05,4.82E+02
608,5.99E-05,1.23E-05,3.05E-05,3.32E-05,4.83E+02
609,9.52E-05,1.66E-05,4.43E-05,5.18E-05,4.84E+02
610,8.26E-05,9.00E-06,1.96E-05,2.42E-05,4.85E+02
611,8.68E-05,9.29E-06,1.73E-05,3.09E-05,4.86E+02
612,9.00E-05,1.28E-05,4.01E-05,3.65E-05,4.87E+02
613,7.87E-05,1.54E-05,3.47E-05,3.82E-05,4.88E+02
614,8.11E-05,8.60E-06,2.71E-05,2.22E-05,4.89E+02
615,9.94E-05,9.08E-06,4.35E-05,3.10E-05,4.90E+02
616,7.22E-05,1.23E-05,2.34E-05,2.36E-05,4.91E+02
617,9.85E-05,1.18E-05,3.79E-05,3.33E-05,4.92E+02
618,8.04E-05,8.68E-06,2.13E-05,2.17E-05,4.93E+02
619,7.00E-05,1.87E-05,4.32E-05,3.42E-05,4.94E+02
620,6.78E-05,1.99E-05,7.09E-05,6.22E-05,4.95E+02
621,5.60E-05,1.55E-05,5.22E-05,3.13E-05,4.96E+02
622,5.45E-05,9.95E-06,3.51E-05,2.21E-05,4.97E+02
623,5.96E-05,1.07E-05,1.72E-05,2.77E-05,4.98E+02
624,9.23E-05,1.71E-05,8.45E-05,6.03E-05,4.99E+02
625,7.61E-05,1.77E-05,6.98E-05,5.06E-05,5.00E+02
626,6.54E-05,1.13E-05,3.76E-05,3.65E-05,5.01E+02
627,7.13E-05,1.55E-05,5.65E-05,5.47E-05,5.02E+02
628,7.08E-05,1.24E-05,4.71E-05,5.38E-05,5.03E+02
629,5.12E-05,1.58E-05,5.09E-05,3.32E-05,5.04E+02
630,6.94E-05,9.96E-06,4.14E-05,3.04E-05,5.05E+02
631,6.11E-05,1.09E-05,2.67E-05,1.81E-05,5.06E+02
632,9.07E-05,2.05E-05,3.88E-05,3.88E-05,5.07E+02
633,7.62E-05,1.45E-05,3.48E-05,2.88E-05,5.08E+02
634,7.27E-05,1.83E-05,6.16E-05,4.75E-05,5.09E+02
635,8.47E-05,1.72E-05,5.00E-05,4.59E-05,5.10E+02
636,9.54E-05,1.38E-05,3.26E-05,3.90E-05,5.11E+02
637,9.71E-05,1.47E-05,3.59E-05,2.74E-05,5.12E+02
638,9.37E-05,1.88E-05,4.75E-05,6.19E-05,5.13E+02
639,8.05E-05,2.51E-05,4.06E-05,5.37E-05,5.14E+02
640,5.72E-05,6.90E-06,1.01E-05,1.29E-05,5.15E+02
641,6.60E-05,7.59E-06,9.99E-06,1.40E-05,5.16E+02
642,6.40E-05,6.91E-06,8.92E-06,1.26E-05,5.17E+02
643,6.72E-05,7.87E-06,2.17E-05,1.51E-05,5.18E+02
644,6.87E-05,1.20E-05,3.05E-05,5.42E-05,5.19E+02
645,5.82E-05,9.09E-06,1.91E-05,3.02E-05,5.20E+02
646,7.93E-05,1.09E-05,3.94E-05,4.05E-05,5.21E+02
647,6.46E-05,1.03E-05,2.26E-05,2.93E-05,5.22E+02
648,6.86E-05,1.23E-05,3.51E-05,4.27E-05,5.23E+02
649,8.64E-05,1.62E-05,5.30E-05,6.46E-05,5.24E+02
650,9.71E-05,1.09E-05,6.99E-05,4.65E-05,5.25E+02
651,6.91E-05,1.08E-05,4.87E-05,2.49E-05,5.26E+02
652,6.86E-05,8.19E-06,1.74E-05,1.67E-05,5.27E+02
653,9.21E-05,1.90E-05,6.65E-05,4.47E-05,5.28E+02
654,5.47E-05,6.49E-06,2.69E-05,1.45E-05,5.29E+02
655,9.51E-05,1.43E-05,3.87E-05,5.17E-05,5.30E+02
656,9.20E-05,1.30E-05,2.98E-05,4.92E-05,5.31E+02
657,8.48E-05,1.13E-05,1.92E-05,3.23E-05,5.32E+02
658,8.25E-05,1.32E-05,2.06E-05,2.30E-05,5.33E+02
659,8.28E-05,1.22E-05,1.39E-05,1.77E-05,5.34E+02
660,7.86E-05,9.37E-06,1.12E-05,1.93E-05,5.35E+02
661,8.65E-05,1.34E-05,1.58E-05,4.53E-05,5.36E+02
662,5.40E-05,8.61E-06,2.48E-05,1.98E-05,5.37E+02
663,8.46E-05,1.30E-05,3.59E-05,3.17E-05,5.38E+02
664,6.83E-05,9.02E-06,2.81E-05,2.64E-05,5.39E+02
665,5.94E-05,8.09E-06,1.68E-05,2.10E-05,5.40E+02
666,5.83E-05,7.37E-06,1.40E-05,2.59E-05,5.41E+02
667,9.93E-05,9.18E-06,1.82E-05,3.75E-05,5.42E+02
668,6.10E-05,6.02E-06,1.06E-05,1.94E-05,5.43E+02
669,7.38E-05,8.91E-06,3.09E-05,3.60E-05,5.44E+02
670,6.04E-05,8.49E-06,1.94E-05,2.84E-05,5.45E+02
671,9.40E-05,1.42E-05,4.22E-05,5.61E-05,5.46E+02
672,6.59E-05,1.05E-05,4.23E-05,3.77E-05,5.47E+02
673,6.37E-05,8.48E-06,3.50E-05,3.23E-05,5.48E+02
674,9.44E-05,9.36E-06,1.70E-05,2.61E-05,5.49E+02
675,9.97E-05,9.19E-06,2.22E-05,2.11E-05,5.50E+02
676,9.78E-05,2.26E-05,5.19E-05,4.65E-05,5.51E+02
677,8.01E-05,1.66E-05,4.13E-05,3.63E-05,5.52E+02
678,6.27E-05,1.23E-05,2.19E-05,1.66E-05,5.53E+02
679,8.27E-05,1.23E-05,3.15E-05,2.99E-05,5.54E+02
680,9.50E-05,1.45E-05,2.99E-05,2.70E-05,5.55E+02
681,9.08E-05,1.27E-05,2.24E-05,2.40E-05,5.56E+02
682,7.84E-05,5.50E-06,1.73E-05,1.52E-05,5.57E+02
683,5.82E-05,9.53E-06,2.76E-05,2.35E-05,5.58E+02
684,8.22E-05,1.13E-05,4.51E-05,3.98E-05,5.59E+02
685,7.94E-05,9.69E-06,2.24E-05,3.15E-05,5.60E+02
686,9.04E-05,1.19E-05,2.00E-05,2.73E-05,5.61E+02
687,9.44E-05,1.21E-05,3.35E-05,5.27E-05,5.62E+02
688,7.44E-05,1.03E-05,2.01E-05,3.45E-05,5.63E+02
689,5.98E-05,6.50E-06,1.15E-05,1.96E-05,5.64E+02
690,7.28E-05,6.73E-06,1.12E-05,1.81E-05,5.65E+02
691,5.88E-05,7.10E-06,1.63E-05,1.57E-05,5.66E+02
692,8.19E-05,1.32E-05,2.99E-05,5.58E-05,5.67E+02
693,9.19E-05,1.03E-05,2.48E-05,5.01E-05,5.68E+02
694,8.88E-05,8.38E-06,2.21E-05,2.86E-05,5.69E+02
695,6.92E-05,1.01E-05,3.47E-05,3.35E-05,5.70E+02
696,6.70E-05,1.04E-05,3.89E-05,3.23E-05,5.71E+02
697,7.90E-05,9.28E-06,4.24E-05,3.14E-05,5.72E+02
698,9.99E-05,1.11E-05,4.00E-05,5.41E-05,5.73E+02
699,8.25E-05,8.92E-06,3.24E-05,4.66E-05,5.74E+02
700,8.10E-05,1.34E-05,2.48E-05,4.04E-05,5.75E+02
701,6.05E-05,7.79E-06,1.49E-05,1.97E-05,5.76E+02
702,8.64E-05,1.50E-05,2.39E-05,1.97E-05,5.77E+02
703,6.29E-05,5.99E-06,9.01E-06,1.13E-05,5.78E+02
704,7.71E-05,1.07E-05,3.02E-05,2.31E-05,5.79E+02
705,5.96E-05,5.78E-06,1.40E-05,1.01E-05,5.80E+02
706,7.73E-05,9.37E-06,1.36E-05,2.83E-05,5.81E+02
707,6.02E-05,8.13E-06,1.21E-05,2.63E-05,5.82E+02
708,6.23E-05,8.12E-06,1.30E-05,1.85E-05,5.83E+02
709,6.33E-05,9.70E-06,2.01E-05,1.81E-05,5.84E+02
710,6.01E-05,9.39E-06,1.95E-05,1.52E-05,5.85E+02
711,6.60E-05,8.07E-06,1.90E-05,2.06E-05,5.86E+02
712,6.40E-05,1.07E-05,2.29E-05,2.94E-05,5.87E+02
713,5.92E-05,7.12E-06,1.57E-05,2.26E-05,5.88E+02
714,7.23E-05,8.06E-06,9.70E-06,1.29E-05,5.89E+02
715,9.82E-05,8.37E-06,1.06E-05,1.52E-05,5.90E+02
716,7.95E-05,6.87E-06,1.34E-05,1.62E-05,5.91E+02
717,8.38E-05,1.46E-05,4.94E-05,6.28E-05,5.92E+02
718,7.71E-05,1.55E-05,4.41E-05,5.78E-05,5.93E+02
719,9.37E-05,1.36E-05,3.03E-05,3.99E-05,5.94E+02
720,5.66E-05,8.96E-06,1.75E-05,2.15E-05,5.95E+02
721,7.20E-05,9.52E-06,2.70E-05,3.57E-05,5.96E+02
722,9.86E-05,1.90E-05,2.66E-05,3.67E-05,5.97E+02
723,5.81E-05,7.00E-06,1.64E-05,1.95E-05,5.98E+02
724,9.92E-05,1.33E-05,4.03E-05,4.75E-05,5.99E+02
725,9.42E-05,1.05E-05,3.54E-05,3.80E-05,6.00E+02
726,5.85E-05,6.91E-06,2.10E-05,1.77E-05,6.01E+02
727,9.53E-05,8.97E-06,1.65E-05,1.58E-05,6.02E+02
728,6.07E-05,6.40E-06,8.40E-06,1.29E-05,6.03E+02
729,7.37E-05,7.44E-06,1.50E-05,1.85E-05,6.04E+02
730,8.50E-05,9.01E-06,1.25E-05,1.58E-05,6.05E+02
731,6.40E-05,1.67E-05,2.72E-05,2.73E-05,6.06E+02
732,9.42E-05,2.26E-05,4.62E-05,4.76E-05,6.07E+02
733,9.79E-05,1.54E-05,2.79E-05,2.85E-05,6.08E+02
734,8.70E-05,1.25E-05,3.68E-05,2.21E-05,6.09E+02
735,7.29E-05,1.03E-05,2.91E-05,1.59E-05,6.10E+02
736,8.34E-05,2.09E-05,3.04E-05,4.34E-05,6.11E+02
737,6.91E-05,1.57E-05,3.18E-05,4.06E-05,6.12E+02
738,5.96E-05,9.32E-06,1.83E-05,1.81E-05,6.13E+02
739,7.77E-05,1.05E-05,1.49E-05,1.55E-05,6.14E+02
740,5.99E-05,6.97E-06,9.05E-06,1.56E-05,6.15E+02
741,8.18E-05,1.23E-05,4.33E-05,3.47E-05,6.16E+02
